RunDetails.FileName,RunDetails.FilePath,RunDetails.LoadNumber,RunDetails.Equipment,RunDetails.RunRecipe,RunDetails.RunStart,RunDetails.RunEnd,RunDetails.RunDuration,RunDetails.FileLength,RunDetails.OperatorName,RunDetails.ExportControl,RunDetails.IP,PartInformation.Index,PartInformation.WorkOrder,PartInformation.PartNumber,PartInformation.PartDescription,PartInformation.ToolLocation,PartInformation.Comment1,PartInformation.Comment2,PartInformation.Comment3,PartInformation.PartTCs,PartInformation.PartProbes
AC2-07337.DAT,\\server1\AC2-DATA,7337,Autoclave #2,XB-Falcon-Body,2022-10-06T01:27:46,2022-10-06T18:33:15,1025.48,192505,raymond,AU NSR,Third Party Disclosure Requires Written Approval,1,3458987,ACME-100,Left Qtr Panel,BOTTOM,L=57,,,TC9,MON45
AC2-07337.DAT,\\server1\AC2-DATA,7337,Autoclave #2,XB-Falcon-Body,2022-10-06T01:27:46,2022-10-06T18:33:15,1025.48,192505,raymond,AU NSR,Third Party Disclosure Requires Written Approval,1,3458987,ACME-100,Left Qtr Panel,BOTTOM,L=57,,,TC10,MON45
AC2-07337.DAT,\\server1\AC2-DATA,7337,Autoclave #2,XB-Falcon-Body,2022-10-06T01:27:46,2022-10-06T18:33:15,1025.48,192505,raymond,AU NSR,Third Party Disclosure Requires Written Approval,2,3458988,ACME-200,Right Qtr Panel,BOTTOM,L=30,,,TC35,MON32
AC2-07337.DAT,\\server1\AC2-DATA,7337,Autoclave #2,XB-Falcon-Body,2022-10-06T01:27:46,2022-10-06T18:33:15,1025.48,192505,raymond,AU NSR,Third Party Disclosure Requires Written Approval,2,3458988,ACME-200,Right Qtr Panel,BOTTOM,L=30,,,TC35,MON33
AC2-07337.DAT,\\server1\AC2-DATA,7337,Autoclave #2,XB-Falcon-Body,2022-10-06T01:27:46,2022-10-06T18:33:15,1025.48,192505,raymond,AU NSR,Third Party Disclosure Requires Written Approval,2,3458988,ACME-200,Right Qtr Panel,BOTTOM,L=30,,,TC36,MON32
AC2-07337.DAT,\\server1\AC2-DATA,7337,Autoclave #2,XB-Falcon-Body,2022-10-06T01:27:46,2022-10-06T18:33:15,1025.48,192505,raymond,AU NSR,Third Party Disclosure Requires Written Approval,2,3458988,ACME-200,Right Qtr Panel,BOTTOM,L=30,,,TC36,MON33
AC2-07337.DAT,\\server1\AC2-DATA,7337,Autoclave #2,XB-Falcon-Body,2022-10-06T01:27:46,2022-10-06T18:33:15,1025.48,192505,raymond,AU NSR,Third Party Disclosure Requires Written Approval,2,3458988,ACME-200,Right Qtr Panel,BOTTOM,L=30,,,TC37,MON32
AC2-07337.DAT,\\server1\AC2-DATA,7337,Autoclave #2,XB-Falcon-Body,2022-10-06T01:27:46,2022-10-06T18:33:15,1025.48,192505,raymond,AU NSR,Third Party Disclosure Requires Written Approval,2,3458988,ACME-200,Right Qtr Panel,BOTTOM,L=30,,,TC37,MON33
AC2-07337.DAT,\\server1\AC2-DATA,7337,Autoclave #2,XB-Falcon-Body,2022-10-06T01:27:46,2022-10-06T18:33:15,1025.48,192505,raymond,AU NSR,Third Party Disclosure Requires Written Approval,3,3458966,ACME-300,L/H Headlight,TOP BACK,L=50,,,TC44,MON50
AC2-07337.DAT,\\server1\AC2-DATA,7337,Autoclave #2,XB-Falcon-Body,2022-10-06T01:27:46,2022-10-06T18:33:15,1025.48,192505,raymond,AU NSR,Third Party Disclosure Requires Written Approval,3,3458966,ACME-300,L/H Headlight,TOP BACK,L=50,,,TC45,MON50
AC2-07337.DAT,\\server1\AC2-DATA,7337,Autoclave #2,XB-Falcon-Body,2022-10-06T01:27:46,2022-10-06T18:33:15,1025.48,192505,raymond,AU NSR,Third Party Disclosure Requires Written Approval,4,3458967,ACME-400,,,,,,,MON4
AC2-07337.DAT,\\server1\AC2-DATA,7337,Autoclave #2,XB-Falcon-Body,2022-10-06T01:27:46,2022-10-06T18:33:15,1025.48,192505,raymond,AU NSR,Third Party Disclosure Requires Written Approval,4,3458967,ACME-400,,,,,,,MON6
AC2-07337.DAT,\\server1\AC2-DATA,7337,Autoclave #2,XB-Falcon-Body,2022-10-06T01:27:46,2022-10-06T18:33:15,1025.48,192505,raymond,AU NSR,Third Party Disclosure Requires Written Approval,5,3458968,ACME-400,,,,,,,MON9
AC2-07337.DAT,\\server1\AC2-DATA,7337,Autoclave #2,XB-Falcon-Body,2022-10-06T01:27:46,2022-10-06T18:33:15,1025.48,192505,raymond,AU NSR,Third Party Disclosure Requires Written Approval,5,3458968,ACME-400,,,,,,,MON10
